title,link,occupation,companie,spec,location
Finance Manager,https://wuzzuf.net/jobs/p/imfgrwzrkgay-finance-manager-beit-el-wadi-beheira-egypt,Full TimeOn-site,Beit El Wadi -,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Accounting/Finance · Financial Analysis · Accounting · Financial Reporting · Team Collaboration · Problem Solving,"Wadi Alnatrun, Beheira, Egypt "
Marketing Director,https://wuzzuf.net/jobs/p/u41jiyufv8pu-marketing-director-al-rabat-cairo-egypt,Full TimeOn-site,Al Rabat -,Full TimeOn-siteSenior Management · 7 - 18 Yrs of Exp · Business Development · Creative/Design/Art · Marketing/PR/Advertising · Strategic Marketing · Content Development · Brand Management · Market Analysis · Communication · Digital Marketing · Team Leadership,"New Cairo, Cairo, Egypt "
Treasury Accountant,https://wuzzuf.net/jobs/p/vyiosrrsgqbm-treasury-accountant-union-group-cairo-egypt,Full TimeOn-site,Union Group -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Treasury management · Bank reconciliation · Financial analysis · Attention to detail,"Obour City, Cairo, Egypt "
Inbound Tourism Manager,https://wuzzuf.net/jobs/p/ldzwfvl9emlw-inbound-tourism-manager-menatours-giza-egypt,Full TimeOn-site,Menatours -,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Business Development · Operations/Management · Tourism/Travel · Inbound tourism management · Project coordination · Market analysis · Travel operations software · Communication,"Dokki, Giza, Egypt "
Market Research Analyst,https://wuzzuf.net/jobs/p/fepxxygrxj2p-market-research-analyst-cairo-three-a-poultry-cairo-egypt,Full TimeOn-site, Cairo Three A  Poultry  -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Business Development · Analyst/Research · Market Research · Research Analysis,"New Cairo, Cairo, Egypt "
Marketing Manager,https://wuzzuf.net/jobs/p/pkbxpxcezxit-marketing-manager-al-nasser-giza-egypt,Full TimeOn-site,Al-Nasser  -,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · Marketing/PR/Advertising · Communication · Social Media · Brand Marketing · Analysis · Digital Marketing · Marketing Research,"Giza, Egypt "
Senior cost accountant,https://wuzzuf.net/jobs/p/phtixcfyjm69-senior-cost-accountant-qalubia-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteExperienced · 7 - 7 Yrs of Exp · Accounting/Finance · Cost Accounting · Financial Analysis,"Qalyub, Qalubia, Egypt "
Finance Manager,https://wuzzuf.net/jobs/p/zbormj0fdite-finance-manager-sg-group-cairo-egypt,Full TimeOn-site,SG Group -,Full TimeOn-siteManager · 2 - 4 Yrs of Exp · males_only · Accounting/Finance · Operations/Management · Finance · Financial Management · Manager · Financial Analysis · Communication · ERP · Management · Financial,"Sheraton, Cairo, Egypt "
Commercial Category Manager – Food,https://wuzzuf.net/jobs/p/qgkod02auyje-commercial-category-manager-food-arma-hsa-cairo-egypt,Full TimeOn-site,Arma-HSA -,Full TimeOn-siteManager · 10 - 15 Yrs of Exp · Logistics/Supply Chain · Logistics · Ecommerce · Category Management · Partnership Development · Negotiation · Market Analysis · Communication · Relationship Building · Analytical Thinking,"Cairo, Egypt "
Chief Accountant,https://wuzzuf.net/jobs/p/xt8jqywmisl7-chief-accountant-orient-cairo-egypt,Full TimeOn-site,Orient -,Full TimeOn-siteExperienced · 6 - 8 Yrs of Exp · Accounting/Finance · Financial Reporting · Financial Analysis · Manufacturing · Microsoft Office · Accounting · Accounting principles · Accounting Software · Communication skills · Financial,"Maadi, Cairo, Egypt "
Marketing & Sales Manager - Real Estate,https://wuzzuf.net/jobs/p/pisq13f3g92b-marketing-sales-manager-real-estate-agi-cairo-egypt,Part TimeHybrid,AGI -,Part TimeHybridManager · 15+ Yrs of Exp · Business Development · Marketing/PR/Advertising · Sales/Retail · Marketing · Market Research · Real Estate · Property · Sales · Sales Skills · Market Analysis,"Obour City, Cairo, Egypt "
Product Manager,https://wuzzuf.net/jobs/p/k1pyqym3ej9k-product-manager-sprints-ai-cairo-egypt,Full TimeHybrid,Sprints.ai -,Full TimeHybridEntry Level · 1+ Yrs of Exp · IT/Software Development · Data-Driven Mindset · Analytical · Problem-Solving · Product Management · Software Development · Agile,"Maadi, Cairo, Egypt "
Accountant - Alexandria,https://wuzzuf.net/jobs/p/sceqi95zwntv-accountant-alexandria-puttmann-alexandria-egypt,Full TimeOn-site,Puttmann -,Full TimeOn-siteEntry Level · 1 - 1 Yrs of Exp · Accounting/Finance · Commerce · Microsoft Office · Budgeting · Accounting · Finance · Financial Management · Financial Analysis · Microsoft Office Suite,"Ameria, Alexandria, Egypt "
Technical Support & Warranty Engineer Automotive,https://wuzzuf.net/jobs/p/5zeue0k4kxqc-technical-support-warranty-engineer-automotive-nour-eldin-elsherif-for-trading-vehicles-cairo-egypt,Full TimeOn-site,Nour Eldin Elsherif for Trading vehicles -,Full TimeOn-siteExperienced · 2+ Yrs of Exp · Engineering - Mechanical/Electrical · Automotive · Engineering · Manufacturing · Mechanical Engineering · Production · Warranty · Analysis · Communication skills,"Katameya, Cairo, Egypt "
Sales Manager- Hardware & IT Solution,https://wuzzuf.net/jobs/p/le5kw3i31ved-sales-manager-hardware-it-solution-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteManager · 5 - 10 Yrs of Exp · IT/Software Development · Sales/Retail · Information Technology (IT) · it solution · IT · Sales · Sales Manager · sales skills · Sales Target · Solution Sales,"Heliopolis, Cairo, Egypt "
Senior Planning Engineer,https://wuzzuf.net/jobs/p/pxyotzx6zzv1-senior-planning-engineer-infracon-cairo-egypt,Full TimeOn-site,Infracon -,Full TimeOn-siteExperienced · 5 - 10 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Construction Engineering · Construction Field · Construction Management · Construction Project Management · Planning · Analysis · Civil Engineering · Communication,"Heliopolis, Cairo, Egypt "
Procurement Specialist,https://wuzzuf.net/jobs/p/yxsusuahsaqo-procurement-specialist-elsewedy-electric-cairo-egypt,Full TimeOn-site,Elsewedy Electric -,Full TimeOn-siteExperienced · 2 - 5 Yrs of Exp · Purchasing/Procurement · Negotiation · Supplier Relationship Management · ERP/Procurement Software · Communication · Cost Analysis · Project Coordination · Procurement Management · Analytical Thinking,"New Cairo, Cairo, Egypt "
Senior External Auditor,https://wuzzuf.net/jobs/p/klhvi5v3kxg7-senior-external-auditor-landmarks-consulting-solutions-co-cairo-egypt,Full TimeOn-site,Landmarks consulting solutions CO  -,Full TimeOn-siteExperienced · 2 - 10 Yrs of Exp · Accounting/Finance · Accounting · Auditing · Finance · Financial Statements · Audit · Financial Analysis · Financial,"Maadi, Cairo, Egypt "
Cost Control & Estimation Engineer,https://wuzzuf.net/jobs/p/he5dvf3isjjl-cost-control-estimation-engineer-city-master-group-developments-cairo-egypt,Full TimeOn-site,City Master Group Developments -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · males_only · Engineering - Construction/Civil/Architecture · Cost Control · Project Cost Control · Project Management · Cost Estimation · Project Estimation · Cost Engineering · estimation control · Budget Management · Financial Analysis,"New Cairo, Cairo, Egypt "
PC Manufacturing Database Administrator Supervisor,https://wuzzuf.net/jobs/p/pje3who8zsaf-pc-manufacturing-database-administrator-supervisor-gb-corp-giza-egypt,Full TimeOn-site,GB Corp -,Full TimeOn-siteManager · 3 - 5 Yrs of Exp · Administration · Manufacturing/Production · Oracle Database · Data Analysis,"Abu Rawash, Giza, Egypt "
Internal Auditor,https://wuzzuf.net/jobs/p/ru29hpagbsiv-internal-auditor-brand-connection-cairo-egypt,Full TimeOn-site,Brand Connection -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · Accounting/Finance · Quality · Accounting · accountant · auditor · Auditing · Finance · Financial Analysis · Audit · Financial,"Cairo, Egypt "
WFM - Outbound Analyst,https://wuzzuf.net/jobs/p/ne6cujsncpxf-wfm-outbound-analyst-giza-systems-cairo-egypt,Full TimeOn-site,Giza Systems -,Full TimeOn-siteExperienced · 3 - 3 Yrs of Exp · Customer Service/Support · Operations/Management · Analyst/Research · Customer Service · Workforce Management · Operations Management · Microsoft Office · Analysis · Operations · Wfm,"New Cairo, Cairo, Egypt "
WFM Scheduling Analyst (Contact Center),https://wuzzuf.net/jobs/p/3nojaquooaos-wfm-scheduling-analyst-contact-center-giza-systems-cairo-egypt,Full TimeOn-site,Giza Systems -,Full TimeOn-siteExperienced · 3 - 3 Yrs of Exp · Customer Service/Support · Operations/Management · Analyst/Research · Customer Service · Workforce Management · Operations Management · Analysis · Call Center · Customer Care · Management,"New Cairo, Cairo, Egypt "
General Accountant,https://wuzzuf.net/jobs/p/rxw9d788qkxi-general-accountant-orouba-misr-alexandria-egypt,Full TimeOn-site,Orouba Misr -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · excel · Finance · Financial Analysis,"Smouha, Alexandria, Egypt "
Accountant 5%,https://wuzzuf.net/jobs/p/ozlwtplkchuv-accountant-5-classera-cairo-egypt,Full TimeHybrid,classera -,Full TimeHybridEntry Level · 1 - 8 Yrs of Exp · Accounting/Finance · Banking · Accounting · Accounting Software · General Ledger · excel · Finance · Financial Management · Financial Analysis · CMA,"New Cairo, Cairo, Egypt "
Estimation And Tendering Manager,https://wuzzuf.net/jobs/p/y7tgg0dp1dac-estimation-and-tendering-manager-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteManager · 15 - 20 Yrs of Exp · Engineering - Construction/Civil/Architecture · Project/Program Management · Cost Estimation · Tender Preparation · Construction Management · Analytical Thinking · Negotiation · Project Coordination · Technical Documentation · Market Analysis,"Cairo, Egypt "
Sales Manager,https://wuzzuf.net/jobs/p/k8xaytuea93w-sales-manager-assiut-egypt,Full TimeHybrid,Confidential -,Full TimeHybridManager · 5+ Yrs of Exp · Customer Service/Support · Operations/Management · Sales/Retail · Sales Strategy · Team Leadership · Business Development · Communication · Market Analysis · Time Management · Customer Relationship Management,"Assuit, Assiut, Egypt "
Accounts Receivable Section Head,https://wuzzuf.net/jobs/p/iht5ecehxxw8-accounts-receivable-section-head-cairo-egypt,Full TimeOn-site,Confidential -,Full TimeOn-siteSenior Management · 4 - 6 Yrs of Exp · Accounting/Finance · Accounting · Analysis · Problem Solving · Oracle Database · Accounts Receivable,"Cairo, Egypt "
Route-to-Market & Sales Planning Specialist (GIS),https://wuzzuf.net/jobs/p/o1tdgsvwbarh-route-to-market-sales-planning-specialist-gis-aje-giza-egypt,Full TimeOn-site,AJE -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Operations/Management · Arc GIS · GIS Analysis · RTM · Sales Buzz · Geo Marketing,"6th of October, Giza, Egypt "
Product Manager (E-commerce ),https://wuzzuf.net/jobs/p/frr8hkcq1pgi-product-manager-e-commerce-bsor3a-giza-egypt,Full TimeOn-site,Bsor3a -,Full TimeOn-siteExperienced · 5 - 8 Yrs of Exp · Project/Program Management · Product Management · E-commerce Platforms · Agile Methodologies · Cross-functional Leadership · Market Analysis,"Giza, Egypt "
HR Administrator,https://wuzzuf.net/jobs/p/zstmc1kqpv9s-hr-administrator-deutschland-technology-limited-cairo-egypt,Full TimeOn-site,Deutschland Technology Limited -,Full TimeOn-siteExperienced · 2+ Yrs of Exp · Administration · Human Resources · HR administration · Employee onboarding · HRIS management · Time management · Creative Ideas · Attention to detail · Confidentiality · Communication,"Obour City, Cairo, Egypt "
Senior Business Analyst,https://wuzzuf.net/jobs/p/xyesy9ywlsd6-senior-business-analyst-youxel-cairo-egypt,Full TimeHybrid,Youxel -,Full TimeHybridExperienced · 2+ Yrs of Exp · IT/Software Development · Analyst/Research · Engineering - Telecom/Technology · Business Analysis · Information Technology (IT) · Engineering · Software Development · Software · Software Engineering · Computer Science,"Cairo, Egypt "
Senior Accountant,https://wuzzuf.net/jobs/p/oqgisfyqp8xu-senior-accountant-oworkers-cairo-egypt,Full TimeShift BasedOn-site,oworkers -,Full TimeShift BasedOn-siteExperienced · 5 - 7 Yrs of Exp · Accounting/Finance · Administration · Accounting · Accounting Software · CPA · English · excel · Finance · Financial Analysis · Financial Management,"Maadi, Cairo, Egypt "
Internal Auditor,https://wuzzuf.net/jobs/p/o3oafsvodq02-internal-auditor-w-consultancy-cairo-egypt,Full TimeOn-site,W.Consultancy -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Operations/Management · Internal Auditing · Risk Assessment · Report Writing · Regulatory Compliance · Internal Controls · Financial Analysis · Attention to Detail · Problem Solving,"Maadi, Cairo, Egypt "
Senior Accountant,https://wuzzuf.net/jobs/p/hco5jzryuilr-senior-accountant-el-arabia-for-import-and-export-cairo-egypt,Full TimeOn-site,El Arabia for Import and Export -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Accounting principles · Financial · Financial Management · Microsoft Office · TAX regulations · Reporting · Tax · Finance,"Mokattam, Cairo, Egypt "
Accountant,https://wuzzuf.net/jobs/p/qf8onungwmzu-accountant-nour-eldin-elsherif-for-trading-vehicles-cairo-egypt,Full TimeOn-site,Nour Eldin Elsherif for Trading vehicles -,Full TimeOn-siteEntry Level · 1 - 3 Yrs of Exp · males_only · Accounting/Finance · Cashier · Microsoft Office · Finance · Accounting · English · Financial Reporting · Analytical · Financial Analysis · Financial,"Katameya, Cairo, Egypt "
GL Accountant,https://wuzzuf.net/jobs/p/umbr9jj9ju25-gl-accountant-selah-eltelmeez-for-publishing-printing-cairo-egypt,Full TimeOn-site,Selah ElTelmeez For Publishing & printing -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · Accounting/Finance · Accounting · Financial Analysis · Finance · GL · Communication skills · MS Office · Computer Skills,"Obour City, Cairo, Egypt "
Business Data and Media Archive Analyst,https://wuzzuf.net/jobs/p/0keuxpy28m8r-business-data-and-media-archive-analyst-global-solutions-gs-oman-muscat-oman,Full TimeOn-site,Global Solutions - GS Oman -,Full TimeOn-siteManager · 3 - 8 Yrs of Exp · Media/Journalism/Publishing · Content Management · Digital Marketing · media · Social Media · digital marketing · Digital · Content,"Muscat, Oman "
Trade Marketing Manager,https://wuzzuf.net/jobs/p/6hlmtgp4wd8q-trade-marketing-manager-raw-african-cairo-egypt,Full TimeHybrid,Unyva -,Full TimeHybridManager · 8 - 12 Yrs of Exp · Marketing/PR/Advertising · Sales/Retail · Channel Management · Trade Marketing Strategy · Promotional Campaigns · Relationship Building · Retail Merchandising · Data-Driven Decision Making · Market Analysis · Project Management,"Nasr City, Cairo, Egypt "
Senior General Accountant,https://wuzzuf.net/jobs/p/apqrljx4rver-senior-general-accountant-uni-power-giza-egypt,Full TimeOn-site,UNI Power -,Full TimeOn-siteExperienced · 3 - 5 Yrs of Exp · males_only · Accounting/Finance · Accounting · Accounting Software · Finance · Financial Analysis · General Ledger · MS · excel · CPA · CMA,"6th of October, Giza, Egypt "
Senior Treasury Accountant,https://wuzzuf.net/jobs/p/dgokltkbvrjl-senior-treasury-accountant-measuresoft-oil-and-gas-services-cairo-egypt,Full TimeOn-site,Measuresoft oil and gas Services    -,Full TimeOn-siteExperienced · 4 - 6 Yrs of Exp · Accounting/Finance · Banking · Treasury Accounting · Finance · Banking · Financial Analysis,"Maadi, Cairo, Egypt "
Sales Manager -Freight Forwarding,https://wuzzuf.net/jobs/p/wxq7ubcbjub3-sales-manager-freight-forwarding-blue-ocean-marine-alexandria-egypt,Full TimeOn-site,Blue Ocean Marine -,Full TimeOn-siteManager · 5 - 15 Yrs of Exp · Logistics/Supply Chain · Operations/Management · Sales/Retail · Sales Strategy · Business Development · Freight Forwarding · Logistics Management · Negotiation · Team Leadership · Client Relationship Management,"Mansheya, Alexandria, Egypt "
